concept_id,magnitude
318,273.79080557078123
319,224.49056515516713
320,430.3956882664934
321,273.9566676984541
322,261.9949729219079
323,229.14145832427312
324,232.6747530195862
325,241.64055268839002
326,412.5630553653464
327,214.10433781612664
328,324.97972904262133
329,503.01813927525654
330,262.4832543535158
331,244.80693596042693
332,268.28614408383146
333,267.670269922819
334,211.93587791337632
335,257.96239688200876
336,214.3847945702728
337,237.33041533175856
338,256.9483407367952
339,276.8859944893047
340,233.53346738475375
341,237.4906614702195
342,573.1162801333703
343,317.8219772649463
344,291.8692305840086
345,240.7771279294975
346,256.59628921281546
347,345.6469675498083
348,453.89761591283605
349,192.6404029489495
350,250.53720776108094
351,277.4532364769839
352,232.8489139098674
353,212.80191063624807
354,230.5015607890673
355,280.10955044673756
356,331.2521381126717
357,225.306281757541
358,234.05292582837865
359,220.27330434997566
360,284.598283395404
361,303.13091420184355
362,210.64736823970452
363,377.3183305240236
364,233.6286235623993
365,278.8122349034529
366,276.6594859776087
367,222.26436775410548
368,267.07111663208343
369,255.9492558366619
370,253.0163826374337
371,287.02210637484677
372,230.8252452784218
373,214.35660593095236
374,235.0356998143252
375,229.4506754600443
376,267.3322871515993
377,221.05730325030163
378,260.6714431201108
379,300.29811344260816
380,206.0417203847319
381,250.1519012262579
382,208.60708786780015
383,216.08096981118433
384,235.198075751774
385,243.78282494470477
386,225.69978516642004
387,230.4208383669611
388,234.85139085515402
389,240.81762583437376
390,221.54909625370055
391,219.79117338033393
392,216.9455068046227
393,200.35445017460734
394,287.3088606263045
395,297.60402005235665
396,243.45101775415242
397,216.0630203045439
398,205.15386718092486
399,232.25036325119436
400,220.7262808587402
401,221.6854520412162
402,279.6808590167202
403,224.99290689034387
404,243.36214028531685
405,223.29401446739212
406,208.13863892527297
407,214.992499910295
408,231.17828824510798
409,213.54617198812775
410,233.30482219439
411,211.91768567846157
412,219.9048692942597
413,236.1851616105996
414,203.59607778221834
415,275.6538824099116
416,198.00387416337617
417,244.0992043921724
418,249.22505135368556
419,238.64575093984604
420,213.3606293303892
421,315.16804866096936
422,208.94328533264343
423,241.28921294491738
424,243.25737821636721
425,217.71753976400942
426,397.15586859965697
427,461.3383750845678
428,233.45991962915286
429,281.9719169967575
430,195.80830321880057
431,294.19322855444625
432,236.9785377557855
433,212.09083493426442
434,385.30987726105377
435,198.43956844275817
436,307.8544948664494
437,219.62736453628168
438,256.3911009118892
439,218.7797716431087
440,254.47243818314746
441,224.725297778612
442,222.3284346505534
443,230.6588069088757
444,353.6989273231011
445,416.8211119165644
446,276.27692699059844
447,256.98193290131167
448,273.17243568517733
449,195.1860615229234
450,197.3712983727455
451,230.19511127797887
452,224.32628526329063
453,233.81157950032502
454,391.7191859395243
455,293.3593609384261
456,243.54291486600414
457,272.27091441093944
458,205.1962413508445
459,226.61076283082366
460,208.01163296506274
461,222.5536825619638
462,243.0412309812382
463,203.87082791153807
464,265.36186559009366
465,250.45809986116365
466,238.1929849064909
467,226.3021502024494
468,284.56142808077857
469,236.87619399593677
470,347.00092792790383
471,387.56225353339687
472,238.63619416416623
473,212.67428541765548
474,228.70105325477198
475,288.8119842982851
476,211.877483468852
477,205.50253345258534
478,206.5760747285094
479,317.42549893201794
480,235.28488744283095
481,233.9871162994532
482,221.9783341732109
483,239.24630115181208
484,249.56697312311735
485,200.95147719956003
486,214.53097256354522
487,272.2792424438521
488,224.2725622667931
489,262.92697230842896
490,223.4625522494316
491,263.95738238468766
492,223.18673888221383
493,221.4526987920981
494,245.1649818206206
495,218.53553151874803
496,221.09755223314278
497,205.25343104824424
498,200.0814914405346
499,272.5670703826472
500,197.89733398193493
501,221.66402634745464
502,209.33318836498074
503,209.20854025380686
504,225.72828809870407
505,230.89720437093638
506,362.760965117719
507,424.35701521206647
508,209.5577764562331
509,227.69346003746614
510,213.68244463577867
511,256.52855524001643
512,224.66641724086367
513,240.91359926201403
514,213.55102860112675
515,254.04560997022782
516,205.03556763380766
517,213.39384156046435
518,197.9903590879403
519,272.6971344919875
520,276.59884848841466
521,229.70828037103638
522,279.4839412216097
523,261.2934935532976
524,218.01626135106198
525,244.5929273054935
526,257.8052633096231
527,200.43806926254183
528,214.77728213823866
529,236.59299727203324
530,224.1468827109784
531,235.05450728302822
532,259.72207580460235
533,237.45544039830565
534,215.22115944186226
535,237.7429339112714
536,199.7333405050449
537,279.95160469505936
538,200.00708171725273
539,336.013615666423
540,253.31346358451992
541,252.23436705069616
542,231.1217654014472
543,214.09924876177683
544,210.2735387547873
545,214.0557297167834
546,230.20351432973985
547,226.97516214451753
548,198.79551603854634
549,207.11523695790675
550,207.13730111857876
551,286.6738439486362
552,319.8485812165309
553,288.73858082527295
554,212.10966249648482
555,214.70700951013714
556,219.45133499288931
557,204.85459449177142
558,385.81044887332246
559,203.18733310210519
560,239.4367956747301
561,205.95116453128867
562,220.6444687456824
563,200.4055484503042
564,238.74565272359177
565,214.39241065992974
566,385.95984450820833
567,338.0698367136065
568,197.1612390000373
569,302.5439016110031
570,214.1787796744611
571,232.64597611234058
572,219.2995196788106
573,237.553519662295
574,208.1191923939623
575,335.280427291058
576,228.05453722272068
577,359.15723377792165
578,217.8318368634209
579,222.38607941707596
580,215.46648152754642
581,207.79656406398863
582,214.34035021392629
583,290.09004699857906
584,220.4490023786202
585,197.4667031642748
586,232.66353536164388
587,256.95550131751224
588,223.4896870974917
589,206.54597756406292
590,312.3749090258498
591,208.99774379492737
592,213.27110451553017
593,205.06281852419488
594,199.07236754964106
595,211.65629094396718
596,284.29781394964084
597,207.44803789560683
598,203.53268091601785
599,216.42920556478202
600,216.3125249191653
601,230.95804840908386
602,224.28131850762293
603,293.8596908096224
604,206.8099871292361
605,213.06476460862905
606,202.18536984873936
607,253.00916880299337
608,214.70449637202546
609,200.33983224933036
610,210.71891504107043
611,310.82674788380973
612,222.09551524260314
613,200.9716501396615
614,233.52023877901956
615,228.1277690558927
616,220.60505533590913
617,224.15606917021796
618,208.59076190879568
619,210.58178184041753
620,372.6110894125886
621,279.07766763633117
622,208.01407217001542
623,240.17189972195774
624,248.42982015409507
625,218.895176588092
626,204.30877699912526
627,287.85915478831157
628,275.12764376122504
629,228.83742937399074
630,231.35487138247117
631,242.09200928662904
632,261.37191026471555
633,271.8821529156994
634,209.73754195356742
635,270.46209022635594
636,213.4664906365797
637,200.14119002851658
638,251.37089130934328
639,213.4905477266293
640,222.7589756466914
641,187.8718153978698
642,218.476793628186
643,226.7435921879951
644,198.44195834966376
645,263.67733130278066
646,238.7714064772008
647,183.6665059858933
648,221.9512588053476
649,205.1445085881278
650,205.18202024465427
651,213.77343704854138
652,203.25982217374258
653,270.3102907198481
654,201.90732954838313
655,210.40931320330128
656,237.17019181791693
657,274.99170436454006
658,214.33728777710348
659,221.47092988179065
660,248.78092236164957
661,190.4915376645513
662,218.8154226038605
663,278.9315337347798
664,296.0765382107347
665,355.96694917965215
666,199.46015634050127
667,228.8528064195998
668,202.79658850631677
669,210.11092063691467
670,224.6602656582836
671,181.69542372622527
672,207.4891532692127
673,209.7983147087507
674,208.18270493019372
675,248.7453890144825
676,229.586167256115
677,372.022473345045
678,240.89728195779026
679,244.14275262726005
680,193.51318126509432
681,203.43767249328084
682,196.10699568060227
683,222.51578098232858
684,194.4007180846529
685,212.0631400165148
686,192.42994538298808
687,208.62092790566385
688,208.55968741094694
689,201.94664857932366
690,201.45344272395596
691,217.78914308105595
692,225.94267002335982
693,259.39663670025766
694,220.59228024235927
695,218.52668754244223
696,284.1623166128993
697,246.78749834152404
698,193.5547197230626
699,200.2497744455468
700,211.74110720388126
701,223.40784576232545
702,224.07805966190062
703,206.01127908588387
704,199.99902842368465
705,242.36055355914868
706,297.1803667033091
707,484.92394165415317
708,212.46201536385342
709,293.0062627065927
710,213.41932842857204
711,205.111511065159
712,203.04572369600646
713,205.7130843839841
714,192.71994710573927
715,195.15485120308585
716,239.1425783908926
717,182.51092686131597
718,322.8857489139773
719,212.43288506474346
720,223.52523041306995
721,218.89502181578428
722,214.40559818642214
723,267.99632409308106
724,206.8265440426767
725,213.35879245121032
726,200.88427316746674
727,240.66860052663833
728,200.59135068114847
729,204.74846686678939
730,226.6265573007986
731,220.56312431301922
732,211.79596697620582
733,238.14983846992254
734,223.64124476956204
735,203.72139072418213
736,284.74381662148517
737,313.6326999152079
738,217.4829809598159
739,218.23913408443332
740,216.14555457001552
741,192.63498636195436
742,248.3190615187632
743,214.99586019851267
744,209.23414175817743
745,193.78897600038908
746,208.36702901148237
747,198.56270560109988
748,197.39359382912517
749,228.29550946503878
750,260.1520076941233
751,196.6461068438366
752,269.03783322684467
753,306.23049793287646
754,225.3532874523662
755,218.57727471576072
756,285.95406782557257
757,257.06257839268073
758,266.3404614722822
759,218.37926306482404
760,204.23574113228824
761,208.0708613502793
762,190.99469774402678
763,193.0129385725595
764,206.71847594506107
765,197.6593837311957
766,218.96224092016928
767,278.7083652908914
768,344.2938672117889
769,212.27338935958687
770,409.3884900857229
771,228.42782344389707
772,275.6929342567455
773,272.69583920715377
774,187.99172582128085
775,200.6154082310386
776,231.17687814170495
777,207.49724039342254
778,185.86783340689726
779,251.23018780676648
780,226.50274218292907
781,254.710292450618
782,184.7519042142667
783,200.71255166176707
784,283.2224348708987
785,226.54985555587336
786,208.5658977299463
787,290.1934912209399
788,221.682253732346
789,260.68631870672107
790,220.03262833599
791,246.47592760401312
792,248.81362550449558
793,220.2666488410905
794,346.09369263099506
795,217.294868234545
796,258.7605079759378
797,194.832783292979
798,249.82201077789068
799,199.00181241950486
